aae;sae;pred;TAG_NUL;TAG_NEG;TAG_AIN;TAG_HAB;PRED_NUL;PRED_NEG;PRED_AIN;PRED_HAB;result
The musician on the phone usually rushes home , but today he;The musician on the phone be rushing home , but today he;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually walks to work , but today she;The musician with the blue umbrella be walking to work , but today she;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually walks to work , but today they;The musician with the blue umbrella be walking to work , but today they;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually walks to work , but today he;The musician with the blue umbrella be walking to work , but today he;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually walks home , but today she;The musician with the blue umbrella be walking home , but today she;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually walks home , but today they;The musician with the blue umbrella be walking home , but today they;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually walks home , but today he;The musician with the blue umbrella be walking home , but today he;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually runs to work , but today she;The musician with the blue umbrella be running to work , but today she;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually runs to work , but today they;The musician with the blue umbrella be running to work , but today they;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually runs to work , but today he;The musician with the blue umbrella be running to work , but today he;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually runs home , but today she;The musician with the blue umbrella be running home , but today she;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually runs home , but today they;The musician with the blue umbrella be running home , but today they;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually runs home , but today he;The musician with the blue umbrella be running home , but today he;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually rushes to work , but today she;The musician with the blue umbrella be rushing to work , but today she;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually rushes to work , but today they;The musician with the blue umbrella be rushing to work , but today they;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually rushes to work , but today he;The musician with the blue umbrella be rushing to work , but today he;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually rushes home , but today she;The musician with the blue umbrella be rushing home , but today she;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually rushes home , but today they;The musician with the blue umbrella be rushing home , but today they;driving;0;0;0;1;1;0;0;0;1
The musician with the blue umbrella usually rushes home , but today he;The musician with the blue umbrella be rushing home , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian usually walks to work , but today she;The librarian be walking to work , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian usually walks to work , but today they;The librarian be walking to work , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian usually walks to work , but today he;The librarian be walking to work , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian usually walks home , but today she;The librarian be walking home , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian usually walks home , but today they;The librarian be walking home , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian usually walks home , but today he;The librarian be walking home , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian usually runs to work , but today she;The librarian be running to work , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian usually runs to work , but today they;The librarian be running to work , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian usually runs to work , but today he;The librarian be running to work , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian usually runs home , but today she;The librarian be running home , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian usually runs home , but today they;The librarian be running home , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian usually runs home , but today he;The librarian be running home , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian usually rushes to work , but today she;The librarian be rushing to work , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian usually rushes to work , but today they;The librarian be rushing to work , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian usually rushes to work , but today he;The librarian be rushing to work , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian usually rushes home , but today she;The librarian be rushing home , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian usually rushes home , but today they;The librarian be rushing home , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian usually rushes home , but today he;The librarian be rushing home , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually walks to work , but today she;The librarian with a hat be walking to work , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually walks to work , but today they;The librarian with a hat be walking to work , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually walks to work , but today he;The librarian with a hat be walking to work , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually walks home , but today she;The librarian with a hat be walking home , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually walks home , but today they;The librarian with a hat be walking home , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually walks home , but today he;The librarian with a hat be walking home , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually runs to work , but today she;The librarian with a hat be running to work , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually runs to work , but today they;The librarian with a hat be running to work , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually runs to work , but today he;The librarian with a hat be running to work , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually runs home , but today she;The librarian with a hat be running home , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually runs home , but today they;The librarian with a hat be running home , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually runs home , but today he;The librarian with a hat be running home , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually rushes to work , but today she;The librarian with a hat be rushing to work , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually rushes to work , but today they;The librarian with a hat be rushing to work , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually rushes to work , but today he;The librarian with a hat be rushing to work , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually rushes home , but today she;The librarian with a hat be rushing home , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually rushes home , but today they;The librarian with a hat be rushing home , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian with a hat usually rushes home , but today he;The librarian with a hat be rushing home , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian from the city usually walks to work , but today she;The librarian from the city be walking to work , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian from the city usually walks to work , but today they;The librarian from the city be walking to work , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian from the city usually walks to work , but today he;The librarian from the city be walking to work , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian from the city usually walks home , but today she;The librarian from the city be walking home , but today she;driving;0;0;0;1;1;0;0;0;1
The librarian from the city usually walks home , but today they;The librarian from the city be walking home , but today they;driving;0;0;0;1;1;0;0;0;1
The librarian from the city usually walks home , but today he;The librarian from the city be walking home , but today he;driving;0;0;0;1;1;0;0;0;1
The librarian from the city usually runs to work , but today she;The librarian from the city be running to work , but today she;driving;0;0;0;1;1;0;0;0;1
